tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,TARGET
2.82124,2.78633,8.23900,3.45923,2.14092,1.80634,2.24518,2.22473,1.43198,1.47352,1.92903,1.01012,1.08052
7.00237,8.85874,3.31285,4.03169,3.29205,2.25480,1.42038,1.44995,1.38566,1.01031,1.11676,1.08041,1.02970
8.17807,5.22497,3.48048,3.58161,2.94591,1.19685,1.80163,2.47279,1.12265,1.66502,1.21920,1.57081,1.08370
5.15355,4.29381,7.41222,10.30020,3.23192,1.55613,1.44529,2.18384,1.19519,1.83306,1.92391,1.12414,1.12898
3.30833,2.08214,1.93326,9.10862,2.96261,1.97928,1.96710,1.50818,1.23275,1.38872,1.57865,1.06664,1.02865
2.07579,5.80580,9.54760,10.33549,2.67218,2.29526,2.06325,1.38649,1.81049,1.43994,1.10647,1.39205,1.05457
8.53900,4.55978,9.67185,6.92776,3.31186,1.60437,1.14155,2.35940,1.11439,1.92264,1.69510,1.91422,1.15433
5.34457,5.82772,7.34216,6.26673,2.64147,1.81520,1.80890,2.15160,1.66838,1.52280,1.45357,1.41277,1.14508
10.38159,5.39718,10.48486,1.47652,4.19146,1.65719,1.12101,1.44752,1.42943,1.67581,1.04149,1.32055,1.06699
8.16515,10.16930,7.16558,2.22248,3.27955,1.13004,2.16400,1.84358,1.46526,1.34145,1.04735,1.89205,1.06514
7.55303,6.82182,7.70476,10.19395,2.76121,2.38501,1.13029,2.14067,1.43236,1.03264,1.06265,1.55844,1.10031
3.06578,6.10538,5.60384,10.39776,2.48393,1.20680,2.26441,2.46203,1.52111,1.94317,1.60815,1.18369,1.12919
3.89627,3.77721,2.11949,6.13908,1.50556,2.44430,2.11398,2.35332,1.74836,1.87167,1.56508,1.08248,1.10914
7.58161,3.92033,4.29804,1.54552,3.03305,1.90686,1.78613,1.69113,1.07159,1.01698,1.27570,1.78623,1.03347
8.44081,9.80600,7.59747,1.92757,3.64846,1.92304,1.64372,1.20195,1.54397,1.59559,1.08889,1.06885,1.10671
8.92141,3.94351,10.47406,1.69613,2.69993,1.32950,2.40145,1.98629,1.01498,1.39719,1.21004,1.69381,1.03409
7.32965,9.32498,2.87434,9.45746,3.76831,1.51998,1.99894,1.12994,1.78648,1.00510,1.18352,1.81535,1.12579
2.52621,4.16820,7.06334,1.90105,3.30208,1.36985,2.06581,1.67943,1.25913,1.73938,1.67680,1.57263,1.08835
3.35996,5.39641,5.41256,7.72231,3.26820,2.19013,1.91436,1.04448,1.25672,1.92957,1.32852,1.33497,1.12109
4.98429,9.61312,2.19382,7.85015,3.03959,1.71541,2.07827,1.58389,1.80161,1.73137,1.19877,1.94054,1.14839
2.84200,3.03574,9.80460,9.26365,3.35687,1.93956,1.67617,1.44457,1.43056,1.16007,1.72964,1.37200,1.09554
7.93104,7.59662,2.30472,2.59868,2.28963,2.03133,2.00066,2.09556,1.05134,1.58468,1.46111,1.40594,1.05723
3.83047,9.99646,7.67597,10.00964,4.51191,1.10250,1.51910,1.28366,1.35506,1.46668,1.16331,1.22300,1.08971
7.13347,2.06035,8.28936,7.59724,3.20245,2.09232,1.93212,1.19028,1.28599,1.29366,1.01681,1.84583,1.09417
3.62908,1.31467,2.15874,4.67135,3.08642,1.76848,1.70627,1.85601,1.03950,1.03137,1.89958,1.28832,1.03401
8.40092,10.05328,3.54338,1.03111,3.63215,1.13149,2.22200,1.43153,1.24330,1.33129,1.65166,1.60162,1.05073
8.02267,9.80799,8.38160,9.79945,3.43047,1.23585,2.23933,1.51152,1.07732,1.87833,1.81498,1.68074,1.16214
8.11669,8.27497,2.71961,2.80317,3.72627,1.48892,1.58221,1.61977,1.76742,1.32173,1.20606,1.14170,1.09423
7.58690,10.03684,5.32588,8.84601,3.60193,2.20581,1.22920,1.38024,1.82851,1.02324,1.18566,1.33561,1.11302
8.50356,7.57288,9.95575,2.81898,1.57224,2.01963,2.48914,2.33616,1.37515,1.49917,1.49717,1.44745,1.11314
10.49100,2.94105,1.19559,4.72443,2.55000,2.28573,1.70076,1.88068,1.45171,1.07359,1.02665,1.89381,1.06757
5.45617,5.75115,10.20212,10.49000,2.05824,2.41922,1.44842,2.49130,1.34903,1.53639,1.40071,1.06821,1.09703
9.58021,10.36134,9.07746,3.50593,3.17636,1.24735,1.71772,2.27575,1.83687,1.58041,1.29888,1.27910,1.13484
6.73127,7.92871,3.00834,3.96182,3.95794,1.20786,2.17363,1.07773,1.62668,1.19034,1.56471,1.08454,1.07931
3.80746,7.31651,5.12183,9.74517,1.71729,2.23255,2.37935,2.08798,1.18359,1.62601,1.10931,1.05851,1.06934
9.59073,9.77591,1.60358,4.15704,3.05131,1.08654,2.26952,2.00980,1.06105,1.20574,1.27946,1.73693,1.04162
5.85004,3.81770,4.12705,5.58963,3.75393,1.25223,1.35781,2.05320,1.35779,1.86538,1.94928,1.71343,1.17280
6.24708,6.71059,10.39802,1.45732,3.76616,1.29514,2.31377,1.04210,1.56582,1.66204,1.79491,1.91397,1.10844
2.48417,8.92017,10.29377,7.04895,3.05117,1.92267,2.34814,1.09519,1.42349,1.45773,1.05807,1.35058,1.07477
2.55087,1.90726,2.88610,5.84466,3.77439,1.41885,1.31317,1.91075,1.59920,1.74809,1.19255,1.61414,1.05544
4.86331,3.31513,10.28711,5.82547,2.23918,2.27478,1.64298,2.26023,1.69866,1.44286,1.63876,1.41139,1.11281
9.47657,4.88655,2.61816,3.90945,4.01345,2.01497,1.34727,1.04148,1.31147,1.20049,1.50207,1.42100,1.05268
9.30616,7.61739,9.25759,4.80797,3.04271,1.83615,1.59159,1.94671,1.53797,1.73355,1.84631,1.47205,1.16033
1.60005,5.96909,1.91023,1.65910,3.51118,2.23911,1.16149,1.50539,1.40477,1.17533,1.90622,1.80429,1.05216
9.15609,10.45639,9.38850,6.04514,2.53330,2.28664,2.27060,1.32663,1.77104,1.93687,1.27154,1.55625,1.15923
10.45358,8.70063,7.71190,7.97299,2.84097,1.64766,2.40960,1.51894,1.76761,1.02183,1.72989,1.65084,1.15103
4.95825,2.75890,4.26048,6.01546,3.52162,1.46343,1.33221,2.09991,1.61873,1.91239,1.60805,1.78346,1.15964
5.01565,3.93148,5.82181,2.12044,4.29453,1.22049,1.17158,1.73057,1.45832,1.22394,1.66883,1.59866,1.09662
8.85181,8.91470,2.53211,5.22830,4.11412,1.55458,1.61366,1.13482,1.24073,1.68148,1.44843,1.92851,1.12260
2.78263,4.44204,9.67487,3.23892,1.99530,2.02656,2.25005,2.14526,1.09231,1.94797,1.44154,1.79662,1.09006
10.24385,3.19529,6.68490,4.86992,3.04668,1.66708,1.89175,1.81167,1.70766,1.72998,1.52773,1.32647,1.11261
2.68646,3.72789,7.68282,10.06414,2.99000,2.12727,1.26344,2.03646,1.81904,1.24742,1.41212,1.74866,1.09385
3.10768,7.60500,9.84481,8.15845,4.01862,1.18019,1.71470,1.50367,1.43308,1.23356,1.01585,1.69128,1.08937
8.75603,4.52690,9.66277,4.71745,2.52993,1.61812,2.25951,2.00961,1.27251,1.87719,1.08011,1.16842,1.08093
6.68196,6.68121,3.64504,10.33004,2.71280,1.97639,1.72644,2.00154,1.06330,1.88257,1.16420,1.26525,1.09923
4.21403,6.70244,1.62385,6.86297,1.95767,1.98914,2.20760,2.26276,1.20790,1.23995,1.05973,1.06630,1.03421
3.35377,8.31135,1.79619,3.27547,3.89965,2.43856,1.03536,1.04360,1.92143,1.35463,1.69265,1.43516,1.04803
5.55070,9.60158,5.42361,7.63084,2.84269,2.30565,1.23718,2.03166,1.34669,1.54539,1.67427,1.65840,1.14568
6.75856,7.55925,1.05151,6.10210,2.09641,1.90203,2.30357,2.11516,1.30018,1.05271,1.00550,1.02998,1.03406
6.00188,4.46433,9.52152,2.09840,4.81265,1.15274,1.10924,1.34255,1.46399,1.54417,1.20922,1.08413,1.07197
3.38436,10.30835,5.44432,5.37958,2.48634,1.33527,2.40632,2.18924,1.73796,1.00354,1.93582,1.35612,1.12065
9.17423,4.04505,5.12718,3.26386,3.34297,2.28077,1.46147,1.33196,1.51610,1.16659,1.62821,1.55072,1.09410
9.37397,8.05547,2.73173,2.17107,3.30513,2.05480,1.38939,1.66786,1.46695,1.51408,1.00354,1.42113,1.08007
9.90625,5.46426,9.85685,2.46443,2.78748,2.42695,1.73979,1.46296,1.49937,1.92754,1.23877,1.41532,1.10713
2.69580,10.37144,10.07850,1.26238,3.02310,1.28454,1.84103,2.26850,1.04811,1.61649,1.73664,1.79346,1.08679
1.03762,3.99994,3.75671,7.62905,2.77794,2.45424,1.72690,1.45809,1.54154,1.46694,1.45530,1.83484,1.08212
2.04231,2.76128,4.34718,6.17885,1.32918,2.25203,2.47915,2.35681,1.40630,1.46734,1.64216,1.48097,1.08540
3.36332,2.33136,3.54151,1.11868,4.07395,1.51583,1.80924,1.01815,1.71625,1.12123,1.14781,1.81763,1.03663
2.80233,4.50143,7.43224,6.74686,1.65906,2.41018,2.00177,2.34616,1.67548,1.74695,1.45525,1.64176,1.13548
8.83117,4.94797,1.47906,3.01131,3.23957,2.24624,1.14293,1.78843,1.72656,1.40821,1.51724,1.00213,1.06545
5.59179,1.40359,2.72475,7.96126,4.07020,1.49957,1.39465,1.45275,1.75759,1.38608,1.75980,1.58576,1.09642
9.94970,3.98681,5.57895,9.84367,4.09232,1.53122,1.09538,1.69826,1.41268,1.00518,1.75515,1.44307,1.11486
9.81738,7.02745,9.64336,2.80203,4.37116,1.82412,1.01006,1.21183,1.46795,1.36714,1.87387,1.00955,1.13146
5.17809,7.57425,8.14420,9.61885,3.76398,2.03001,1.41168,1.21151,1.12278,1.77060,1.65857,1.01966,1.12535
7.43544,2.60970,3.99877,3.34816,4.47804,1.32531,1.18427,1.42955,1.35689,1.24214,1.22963,1.66503,1.05115
3.30213,10.05055,6.98851,2.23184,4.02043,1.54428,1.10409,1.74837,1.60226,1.05653,1.62539,1.87238,1.06370
6.54227,2.95561,4.74516,2.91299,3.24213,1.72774,1.58916,1.85815,1.12218,1.80707,1.91237,1.36297,1.11304
6.47331,10.37192,3.40697,6.36571,3.18443,1.19281,2.09918,1.94076,1.22274,1.12244,1.60766,1.93207,1.11265
10.37796,6.65146,7.86875,8.53425,3.18846,1.73487,1.18094,2.31290,1.36116,1.53957,1.88152,1.89517,1.16917
6.21719,2.98773,2.17516,6.46274,1.97240,1.84656,2.28937,2.30884,1.07510,1.14443,1.47772,1.29252,1.03584
6.91365,4.90825,3.18603,8.32451,2.42723,1.96190,2.05083,1.97721,1.37234,1.36570,1.47845,1.26962,1.08538
4.00394,3.12407,10.27900,7.39222,3.12336,1.91316,2.25509,1.12556,1.89104,1.78042,1.69105,1.01292,1.08215
6.21648,6.54447,7.52132,5.14329,4.73716,1.24001,1.30366,1.13634,1.48824,1.05807,1.40570,1.08058,1.08379
5.38805,2.92456,1.49867,5.95122,3.85670,1.58473,1.28369,1.69206,1.33238,1.00033,1.74728,1.21426,1.03216
5.22685,3.26496,8.88081,3.15942,4.98880,1.23500,1.03076,1.16261,1.06422,1.11682,1.49063,1.91005,1.06330
6.11405,1.31371,3.15397,5.22615,2.08346,2.20072,2.30785,1.82514,1.07874,1.07852,1.85871,1.36823,1.06462
4.44335,5.23438,2.78096,5.80940,3.46663,1.40115,1.93743,1.61196,1.63644,1.49266,1.48537,1.89656,1.15011
6.82534,7.08902,5.27958,5.56195,2.39262,1.63425,2.32274,2.06756,1.09223,1.17212,1.84076,1.60105,1.12276
8.98452,7.96831,2.03178,10.16105,3.76902,1.47531,2.14467,1.02818,1.64843,1.58503,1.30572,1.16907,1.11169
5.00769,6.39045,8.95191,6.43720,2.20289,1.66575,2.05513,2.49341,1.53945,1.30920,1.42062,1.39542,1.11925
7.85140,10.20151,7.30212,5.46816,2.32864,2.24362,2.01334,1.83157,1.68315,1.58980,1.68257,1.24550,1.14975
8.83823,2.75995,5.53151,7.51539,2.81494,2.33236,2.18487,1.08500,1.38357,1.08620,1.88189,1.14345,1.10206
9.61274,8.02190,5.65630,2.67822,3.65380,2.00685,1.28109,1.47543,1.14741,1.51865,1.77956,1.24524,1.10763
3.45898,4.47212,3.29451,3.51568,4.08378,1.13905,1.15513,2.03921,1.06742,1.10890,1.78035,1.48930,1.05207
8.23213,10.24608,4.87966,3.65274,4.74160,1.39455,1.23521,1.04581,1.86568,1.19992,1.15734,1.35543,1.10625
5.61818,3.06399,2.01265,4.01217,1.84210,2.31569,2.49820,1.76119,1.78174,1.24712,1.15861,1.60193,1.09488
6.26633,1.65729,6.64365,7.89253,2.84095,1.56287,2.32306,1.69029,1.35586,1.92269,1.15946,1.93575,1.09812
3.93307,7.46777,5.94405,1.35966,1.93475,2.14225,2.39098,1.94919,1.44213,1.27721,1.26388,1.47378,1.05305
8.22923,9.39887,7.21374,1.38881,2.95568,1.64335,1.62066,2.19749,1.14074,1.61322,1.13310,1.65979,1.06229
5.23401,5.78544,4.61650,9.82696,2.96448,2.33792,1.36006,1.75471,1.09093,1.42762,1.05809,1.75485,1.10118
1.54124,1.46242,2.10735,7.72814,4.22994,1.61543,1.24607,1.32574,1.77807,1.71224,1.37960,1.30390,1.04730
6.11836,2.72435,6.48357,9.71503,3.48279,2.29474,1.13478,1.50486,1.15178,1.12719,1.58458,1.29200,1.08142
2.83538,7.46244,9.32588,3.24772,3.04064,1.61256,1.56750,2.19647,1.79482,1.32144,1.01981,1.50779,1.06677
5.38024,3.42629,7.12100,6.97525,1.72809,2.44652,2.42164,1.82092,1.49210,1.44141,1.78164,1.66512,1.14996
3.22984,10.25896,6.03796,2.53032,3.26287,1.01594,2.38248,1.75588,1.44520,1.57680,1.66488,1.04494,1.09277
5.70114,8.58765,7.75614,1.55143,1.93196,2.42443,2.19624,1.86453,1.15770,1.85403,1.89442,1.86694,1.12004
3.38172,8.14952,6.13996,2.76001,2.95957,2.48277,1.34076,1.63406,1.39493,1.75720,1.93554,1.86079,1.14055
6.82341,1.29646,7.60020,8.22587,2.61061,2.38133,1.54662,1.87861,1.25988,1.65410,1.27659,1.05541,1.03772
5.49787,8.96250,9.17517,6.20531,2.26110,2.41936,2.12311,1.61360,1.84384,1.37361,1.88218,1.01780,1.14188
7.71450,1.48006,3.05293,6.10822,3.49696,1.46239,1.85275,1.60507,1.85533,1.68270,1.14496,1.23223,1.07193
6.60164,5.21611,10.00561,2.69063,3.10209,1.56657,2.08991,1.65861,1.37980,1.94632,1.32843,1.15365,1.10924
9.05507,7.64593,4.91981,5.65728,2.89486,1.65441,1.82494,2.04297,1.31600,1.75594,1.07965,1.54283,1.12566
6.43213,7.42156,8.26624,5.76446,2.05542,2.41874,1.92361,2.01940,1.22713,1.39115,1.04201,1.83341,1.11452
9.43166,1.87008,8.47020,5.42188,3.49657,1.97537,1.44709,1.49814,1.15100,1.13586,1.10435,1.00060,1.04181
3.81232,9.66501,7.69019,6.16360,2.39265,1.58700,2.10197,2.33555,1.71146,1.20844,1.30702,1.29269,1.08930
5.38831,4.89355,9.75931,4.33483,2.63786,1.66295,1.65682,2.45953,1.64616,1.76020,1.46235,1.15964,1.12225
5.32875,1.55112,5.42692,3.48102,2.99127,1.95531,2.07744,1.39315,1.92422,1.01339,1.87060,1.77753,1.15555
3.32105,9.26872,2.70278,6.50384,3.40064,1.58553,1.98982,1.44119,1.87275,1.75598,1.46456,1.57309,1.11367
6.12382,9.06093,7.05824,7.94828,1.68396,2.34259,2.48647,1.90415,1.08658,1.61683,1.81626,1.63700,1.15246
10.30275,5.96483,3.41364,6.29138,3.57416,1.69667,1.51014,1.63621,1.43865,1.74229,1.93211,1.71947,1.14636
5.74975,10.41357,6.51627,7.08435,3.30233,1.73264,1.09088,2.29132,1.80875,1.87968,1.22216,1.93378,1.16645
2.35810,9.17643,8.19779,10.24454,3.73987,1.42250,1.77886,1.47595,1.56502,1.04419,1.57024,1.20037,1.06961
4.55001,2.57484,5.18238,3.37174,2.85258,1.62929,1.81940,2.11590,1.52535,1.23667,1.16094,1.41311,1.05191
7.00531,7.87707,9.67654,7.93478,2.85423,2.38843,1.42508,1.74943,1.64405,1.34412,1.15979,1.27263,1.11836
8.15586,6.91161,6.15517,6.54524,2.61131,2.08095,1.62293,2.10198,1.39361,1.44075,1.93846,1.73896,1.16720
3.55414,8.48079,3.46573,3.55655,2.70707,2.32591,1.88648,1.49771,1.02151,1.39551,1.66034,1.93488,1.08190
2.53882,9.83040,3.01535,2.25416,3.03756,1.72705,1.75335,1.89921,1.15269,1.57224,1.47593,1.91538,1.06509
8.93473,4.71642,10.10012,2.43897,4.10592,1.71188,1.58555,1.01382,1.88267,1.43453,1.32653,1.25807,1.11379
8.95551,9.75113,9.92054,5.77189,2.23494,2.43164,2.37884,1.37175,1.11518,1.09650,1.00853,1.83962,1.07921
7.90964,4.47142,8.02193,8.30396,4.11543,1.93080,1.17471,1.19622,1.24917,1.18038,1.52886,1.23665,1.09996
8.06608,1.63063,9.85965,6.39898,3.40368,2.13511,1.50630,1.37209,1.15768,1.04332,1.72289,1.50240,1.10862
3.32672,8.68918,4.95553,5.45413,4.56427,1.55356,1.06713,1.23221,1.42994,1.60262,1.26753,1.60561,1.11275
1.45741,4.59549,2.12670,4.92455,2.57026,2.47397,1.43330,1.93965,1.59202,1.74283,1.66427,1.57873,1.09434
5.94615,6.92296,1.95851,3.66917,3.48229,1.07620,2.46345,1.39523,1.46778,1.81443,1.37456,1.35980,1.10942
1.65938,7.96080,6.95686,2.94215,3.27148,1.64821,1.27836,2.21912,1.33083,1.03499,1.43487,1.55658,1.05792
2.57719,4.28100,5.36567,10.09696,2.73842,1.87710,2.13168,1.66997,1.44167,1.54699,1.60604,1.48573,1.09132
6.60065,2.21817,5.31905,3.43682,3.64207,1.26482,1.98892,1.52136,1.38149,1.15304,1.30300,1.55358,1.06378
4.89864,1.28214,1.68362,7.96463,4.58141,1.47795,1.34258,1.01523,1.89905,1.81573,1.26717,1.07435,1.05323
1.87885,8.16522,3.53117,2.03697,3.92634,1.19873,2.28682,1.00528,1.32146,1.89753,1.19238,1.19451,1.06683
4.17748,10.24958,1.94543,2.17518,4.08980,1.80018,1.03684,1.49036,1.66865,1.16833,1.53202,1.12677,1.05115
5.44016,9.97227,2.03757,6.80957,3.82507,1.46085,1.22981,1.90145,1.57495,1.04862,1.06172,1.27209,1.05639
4.83828,2.47189,6.44212,10.04139,2.33856,2.40820,2.49607,1.17434,1.58922,1.25766,1.45880,1.12308,1.07586
1.25822,4.18306,1.39734,3.41918,3.48779,1.93844,1.15767,1.83327,1.60094,1.50041,1.94890,1.33512,1.01327
7.79017,5.51708,1.05305,4.74881,2.89973,1.75876,1.38030,2.37838,1.49334,1.00543,1.38773,1.09073,1.03665
4.77374,6.00615,6.17762,2.11220,3.27475,1.35850,1.46652,2.31741,1.83341,1.72075,1.42772,1.39364,1.13828
1.17749,9.84625,6.68100,3.01022,2.75652,1.79135,1.70372,2.16559,1.74553,1.73533,1.45414,1.67125,1.07245
6.13581,4.27468,2.29597,4.35917,2.64387,2.03464,2.21334,1.52532,1.13914,1.43134,1.14451,1.42600,1.04326
7.62938,5.79047,7.09319,9.22074,2.15602,1.83925,2.28603,2.13587,1.31675,1.90880,1.05273,1.20595,1.11228
4.93247,6.10694,8.09272,10.46245,2.74554,1.62053,1.74095,2.31015,1.54662,1.43698,1.72171,1.05572,1.12376
2.02799,5.03924,9.73235,7.67138,1.78184,2.08423,2.34189,2.20920,1.45800,1.12816,1.08148,1.58554,1.05551
8.36711,1.24412,10.26687,9.65202,4.81544,1.17767,1.10486,1.31921,1.65759,1.70511,1.83441,1.92728,1.13680
6.98735,10.10549,7.42910,10.21707,3.90439,1.92876,1.02585,1.55817,1.68224,1.57055,1.40904,1.34923,1.14320
6.30053,10.00345,4.94605,6.58168,2.82229,2.29863,1.10244,2.19382,1.63216,1.77058,1.04288,1.42764,1.13204
2.76584,3.11318,4.84027,7.29914,2.73763,2.45446,1.08691,2.13817,1.02983,1.71046,1.86998,1.46468,1.11230
4.21232,2.79820,6.42539,4.70313,2.83127,1.06282,2.14106,2.38203,1.22849,1.77949,1.48835,1.51567,1.10511
7.02679,4.27987,7.31313,3.18328,2.21966,2.04315,1.76998,2.38438,1.70367,1.16221,1.10126,1.56584,1.08748
3.53778,2.11543,1.98111,8.78089,2.34359,2.21621,1.94967,1.90770,1.00580,1.30237,1.73128,1.07947,1.02762
5.68472,2.03906,5.46798,1.99796,3.63423,2.36973,1.38043,1.03277,1.50029,1.20227,1.37916,1.06453,1.04783
3.09944,1.93767,9.32889,8.46527,2.45922,2.46041,1.32805,2.16950,1.60137,1.64155,1.30308,1.70232,1.07655
2.89160,7.81645,10.41320,2.38655,2.13435,1.67965,2.35505,2.24812,1.26597,1.48370,1.11420,1.75421,1.04021
10.14314,2.14139,3.33838,3.13600,3.52461,1.27629,1.36453,2.25174,1.28506,1.06096,1.72917,1.78118,1.05658
9.11536,1.62843,4.16063,1.81251,3.30643,1.70531,1.29757,2.10786,1.17268,1.78417,1.69531,1.28751,1.02639
4.62009,3.23922,1.06334,2.98367,3.34444,1.45141,1.73001,1.89132,1.44289,1.70643,1.05037,1.27996,1.05387
2.07478,10.09746,9.90885,5.56998,3.67605,1.94502,1.39905,1.39705,1.47507,1.48034,1.25082,1.22855,1.07319
10.08034,4.52566,9.78240,1.88242,2.16856,1.98070,2.31123,1.95669,1.40923,1.28701,1.08703,1.32628,1.04895
6.97627,7.04044,2.57022,9.97689,2.70987,1.93545,2.44470,1.32716,1.45627,1.41368,1.70993,1.81328,1.12094
5.88337,7.77808,6.47785,4.08150,3.51160,2.06850,1.73523,1.10185,1.28267,1.65131,1.01552,1.83646,1.11341
8.92394,3.14804,9.32603,4.07930,3.26152,1.89905,1.72805,1.52855,1.07850,1.08610,1.23585,1.15798,1.04439
4.09086,3.87442,7.66234,5.87328,2.39291,1.97488,1.85326,2.19612,1.58148,1.68765,1.11288,1.79832,1.13307
4.80933,6.05219,1.78173,2.96763,3.07205,1.84907,1.82198,1.67407,1.51923,1.04760,1.54184,1.88653,1.06293
4.56946,7.51937,10.34789,10.03652,3.07186,1.48766,2.11372,1.74393,1.03430,1.84373,1.39007,1.21972,1.11950
7.21460,8.19631,3.41593,2.72022,2.60399,1.83057,1.82789,2.15473,1.41293,1.83046,1.29787,1.67201,1.11042
7.34581,8.78644,5.74941,7.52585,3.83481,1.63362,1.01127,1.93747,1.02419,1.29106,1.14817,1.47280,1.08418
3.25254,8.90892,10.03517,1.15941,2.63039,1.45668,2.01659,2.31350,1.21292,1.46630,1.12686,1.53659,1.03316
7.47854,3.45426,5.88872,8.59435,3.27677,1.50107,2.06521,1.57413,1.15034,1.01518,1.40514,1.33859,1.07272
2.47799,5.35736,6.47522,1.53758,2.50662,2.22926,1.54436,2.13694,1.61007,1.91765,1.08318,1.48823,1.07105
5.69728,1.13165,5.22376,4.51319,2.97497,2.11303,1.49374,1.83544,1.88335,1.47861,1.82455,1.49837,1.13797
2.92723,7.91463,5.63258,3.14060,1.46038,2.41045,2.16130,2.38504,1.55580,1.27102,1.65875,1.11022,1.07911
7.54638,4.01814,7.37622,7.00784,2.30441,1.98289,2.14607,1.98380,1.50207,1.35447,1.67578,1.48756,1.14021
6.76946,5.74975,9.34275,1.94495,2.67140,2.05788,1.42482,2.26307,1.11573,1.78952,1.57474,1.09897,1.10563
9.76280,3.92494,1.64548,2.30370,1.60778,2.41179,2.21183,2.18578,1.94561,1.32197,1.09222,1.32149,1.07888
8.32401,3.04773,8.65311,6.09199,2.80700,2.09687,1.43015,2.08316,1.00140,1.30450,1.51409,1.52347,1.08853
9.59604,6.08569,8.43188,2.89450,4.01174,1.16718,1.94069,1.29757,1.67136,1.20761,1.02335,1.82407,1.07904
4.72890,1.69766,6.24622,5.51375,4.16500,1.64475,1.10753,1.49989,1.70212,1.59803,1.69784,1.62320,1.13560
2.13222,5.50927,3.89757,7.63827,3.10598,1.52034,1.41402,2.37683,1.01167,1.38176,1.72732,1.63671,1.10659
9.09326,5.32863,4.02377,4.46090,3.64506,1.64104,1.27995,1.85112,1.54113,1.50076,1.47625,1.10647,1.09777
3.33964,3.56854,2.31287,6.93344,3.65962,1.72877,1.08629,1.94249,1.48607,1.91990,1.61406,1.79899,1.12489
10.29405,3.34134,3.15823,7.75226,4.61425,1.13787,1.13802,1.52703,1.03059,1.85528,1.75330,1.69635,1.09743
8.59765,8.83219,4.51087,6.07100,2.83674,1.70074,1.62219,2.25750,1.82868,1.64531,1.83695,1.39028,1.15822
4.44533,2.10532,8.45509,5.57266,2.68295,2.15651,1.83974,1.73798,1.48652,1.33657,1.84849,1.74364,1.13004
5.66262,1.40811,5.86572,9.53201,3.22519,2.37052,1.67527,1.14620,1.56563,1.27644,1.86700,1.57129,1.12404
9.03155,5.75799,5.52454,4.82236,4.33609,1.55789,1.30247,1.22072,1.83893,1.61663,1.49015,1.66615,1.15675
9.05990,3.52191,8.65619,8.25801,2.78995,2.42509,2.11249,1.08965,1.93283,1.08108,1.32743,1.60010,1.14154
9.77094,8.54758,3.20793,1.34974,3.44533,1.75807,1.57837,1.63539,1.68649,1.74490,1.84527,1.17728,1.11044
8.63528,4.92464,10.23387,5.68875,4.78981,1.36929,1.13009,1.12798,1.62548,1.42036,1.88721,1.09042,1.13640
9.12302,1.84302,2.99837,7.34326,3.07074,1.72481,2.38405,1.23757,1.64508,1.05222,1.34504,1.76891,1.11204
1.08933,8.55471,9.64540,5.98957,1.99202,1.61110,2.38960,2.42445,1.01615,1.50718,1.73418,1.35021,1.12122
10.01308,7.27271,7.56380,5.48096,2.70845,1.66717,1.78639,2.25516,1.39545,1.02307,1.68469,1.90483,1.13616
9.27004,1.99889,4.51785,4.57299,3.69998,1.10974,1.28862,2.31883,1.78887,1.28947,1.35370,1.93953,1.11111
1.65532,6.22254,5.71379,7.71832,1.94815,2.23118,2.23297,2.00487,1.45371,1.49157,1.69124,1.48777,1.11540
3.24620,4.46482,1.01903,4.20790,2.35219,1.70755,2.24798,2.10945,1.27170,1.65533,1.60906,1.81455,1.09200
4.44701,4.49259,3.92371,8.74928,2.66614,2.07980,1.56554,2.10569,1.08211,1.04039,1.22529,1.81342,1.08397
4.61631,1.20304,4.32138,8.29340,3.58048,1.31410,1.25966,2.26292,1.48474,1.73768,1.81309,1.29884,1.07080
7.81047,4.45406,9.49661,2.66128,2.31351,2.07047,1.93914,2.09405,1.90199,1.16938,1.79772,1.17443,1.13288
5.43447,8.27698,4.59050,6.71104,3.90579,1.54375,1.91470,1.05293,1.28142,1.19117,1.04274,1.41420,1.07068
4.32027,5.50157,9.53385,1.60088,3.86019,1.92220,1.47668,1.15811,1.73870,1.44959,1.85581,1.03417,1.11678
5.90618,6.76522,3.56671,5.87697,2.99377,1.47575,2.33270,1.61495,1.45098,1.92199,1.07217,1.34450,1.13052
3.82382,8.97488,8.94916,1.83277,2.03415,1.89757,2.33086,2.15459,1.10853,1.31787,1.56939,1.86318,1.06347
8.92839,7.89266,9.12649,6.65701,2.79037,2.17755,2.10507,1.34419,1.53654,1.81329,1.06647,1.41255,1.13911
4.56885,2.13357,8.87827,9.13839,3.63543,1.23051,1.55066,2.00057,1.55945,1.89157,1.18769,1.72699,1.08752
4.50502,7.57160,7.37784,8.20387,2.69650,2.13440,1.45448,2.13179,1.24314,1.77487,1.85438,1.81561,1.17038
7.52754,6.38471,2.85131,1.61275,3.57491,2.26284,1.39388,1.18555,1.35207,1.28460,1.14053,1.94097,1.04969
1.62656,6.83704,7.76474,7.65586,3.10472,2.28388,1.12455,1.90402,1.16621,1.48885,1.31656,1.68753,1.11570
6.00976,9.50829,7.22612,10.08768,2.79968,2.22305,1.21770,2.17675,1.79395,1.93932,1.11927,1.81313,1.16223
