TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
4,8,22,6,16,6,4.25,3.11,17,125,12,28,62,6,16,29,78000,29,0
5,3,23,2,11,8,6.67,6.79,16,129,15,30,74,5,11,27,187800,0,81759
25,5,9,3,4,20,18.6,15,15,40,14,33,35,6,14,13,73700,33,60608
12,7,14,3,6,10,13,10.64,19,64,15,37,55,6,17,22,57800,69,39394
3,12,44,6,21,2,3.25,2.8,15,113,11,30,71,5,16,30,180600,24,42523
25,5,15,4,11,12,10.8,10.6,16,56,7,15,25,2,6,10,505900,39,0
10,5,16,2,7,15,15,13.56,15,93,8,22,58,4,13,23,345400,33,122790
10,2,9,1,5,24,21,11.33,23,79,12,33,53,6,16,23,78600,27,47917
20,4,4,3,3,20,25,25,21,33,12,28,30,6,15,13,232800,26,56395
17,2,5,0,1,17,16,11.4,18,76,11,29,47,5,5,18,138700,22,39524
5,3,14,1,5,15,10.33,6.71,18,57,13,35,69,6,17,25,112500,32,63034
15,2,5,0,1,11,13,8.6,15,80,12,23,39,5,5,13,37000,29,41225
15,10,33,6,14,10,9.5,5.64,15,122,17,39,79,6,17,31,74900,32,0
6,6,13,5,9,5,6.83,5.85,15,122,12,29,65,5,13,31,88900,36,69222
11,3,40,1,12,5,9.67,6.08,20,125,19,39,111,5,14,31,51300,47,44472
50,1,4,1,2,40,40,28.75,16,75,7,20,32,4,11,13,194700,11,91815
10,6,17,2,5,6,8.17,6.41,15,93,13,34,57,6,17,23,66800,24,64119
30,1,1,0,0,20,20,20,19,19,10,14,12,4,4,4,65100,30,0
8,2,8,1,3,7,7,6.13,23,102,6,17,24,4,9,9,28900,36,39275
15,2,9,2,5,21,19.5,13.56,19,64,13,34,56,6,17,22,294100,27,140286
15,3,13,1,8,15,15,12.54,15,87,12,32,50,6,15,23,48200,41,40818
5,2,23,1,13,5,15,9.91,19,113,22,43,95,8,18,34,84200,37,70044
16,3,4,0,0,17,15.67,12.5,20,40,12,31,32,6,6,14,84200,59,0
13,2,14,2,9,13,12,7.21,16,93,15,33,67,5,13,23,63800,36,50213
20,2,18,1,9,20,15,8.89,20,88,13,32,65,6,15,24,83800,35,44618
20,9,46,6,25,15,19.11,13.74,4,129,23,43,113,12,23,45,83800,40,48699
25,1,6,0,2,20,20,15.33,20,79,13,29,55,4,4,20,53800,37,40567
36,8,17,4,7,25,26.5,48.53,4,69,45,67,109,13,24,29,69400,38,0
20,3,3,2,2,20,14,14,18,33,12,31,29,6,15,13,214800,32,68286
20,1,7,1,3,20,13,9.14,17,56,13,31,44,6,14,17,36000,41,0
12,4,7,1,2,10,10.25,8,17,51,13,32,39,6,15,16,117600,22,48514
7,6,16,4,8,7,7.5,7.31,21,92,11,30,58,5,15,25,47800,25,60554
20,1,3,1,1,20,20,14.67,17,56,12,29,38,6,13,15,15200,31,40402
20,1,10,1,5,10,16,10.8,10,79,27,47,69,6,15,23,87800,41,50160
20,1,1,0,0,20,20,20,16,16,12,17,14,5,5,6,139400,30,56619
20,2,7,0,2,20,16,8.43,23,88,12,31,51,6,6,20,59500,30,47340
20,2,12,0,7,19,18,13,18,103,14,32,65,6,6,26,91300,51,0
10,1,20,0,11,15,15,7.15,26,127,10,31,77,5,5,31,61300,45,0
7,2,5,2,3,6,8.5,6.2,17,53,6,14,20,1,5,8,134800,21,0
20,2,3,1,2,20,20,20,22,51,12,27,36,6,12,15,111400,32,77218
20,1,5,0,2,20,20,12.6,26,66,10,31,50,5,5,20,513900,22,0
8,7,13,1,3,7,7.57,6.08,15,75,12,29,53,5,13,20,79600,39,56604
15,3,13,0,5,12,10.67,7,18,119,13,34,64,6,6,27,59500,41,46240
6,4,5,1,1,5,5.75,5.2,18,32,12,27,25,5,12,10,190000,40,56843
21,2,3,2,3,17,13.5,10.67,17,37,12,29,29,6,13,12,71100,35,34796
20,4,33,4,17,10,15,10.88,22,129,12,33,86,5,15,32,46600,39,43474
5,13,46,9,25,6,5.77,4.22,15,128,13,33,83,5,16,33,38600,43,46344
10,8,30,6,17,4,4.75,6.27,20,143,11,30,83,5,15,29,86500,37,0
11,1,17,1,8,6,11,8.35,18,104,25,41,90,5,11,25,351400,0,0
10,3,5,2,2,15,12.33,10.4,15,31,22,36,39,4,10,10,66200,37,56412
5,8,29,3,15,6,6.75,5.55,6,128,31,51,111,13,24,45,136800,38,0
5,8,35,3,16,5,5,5,19,126,13,34,78,6,16,33,74000,37,36415
25,2,7,1,5,20,17,12.14,24,105,11,31,57,6,15,26,116500,36,61629
8,3,15,2,11,5,6.33,5.47,16,126,12,25,59,5,10,26,66500,14,37080
7,2,4,2,2,10,7.5,7,18,29,13,25,23,7,13,11,34200,35,45709
15,5,12,4,9,30,26.2,19.25,15,126,14,36,73,6,17,31,83100,26,58482
19,2,7,2,3,15,17.5,9,24,65,11,30,48,6,15,20,130000,41,92033
6,6,9,2,4,6,6.5,6.33,20,52,14,35,42,6,16,16,93000,31,59061
20,6,23,3,14,20,20.89,14.62,15,113,13,35,79,6,17,31,85200,35,46217
10,2,4,1,1,6,15,11.5,19,32,12,30,29,6,15,13,67200,45,41993
20,2,2,1,1,25,20,20,26,31,11,26,23,5,12,10,79800,31,0
10,1,5,1,3,15,15,7.6,21,57,12,30,43,6,14,17,72300,42,39240
10,3,11,1,4,20,18.67,20.18,15,92,12,32,64,5,15,26,37600,32,32813
5,4,7,2,4,5,7.75,6.57,7,41,15,35,38,7,16,15,68300,26,0
10,2,2,1,1,20,15,15,19,33,10,25,23,4,10,9,235200,34,51437
12,5,13,2,7,12,12,10.31,19,85,15,37,63,6,17,25,82800,34,0
9,5,15,1,8,10,8.6,5.8,15,93,13,33,59,5,14,23,99100,29,75867
5,5,9,1,4,3,10.8,8,6,78,16,34,48,6,13,18,74400,29,0
15,7,7,4,4,10,8.57,8.57,15,28,13,27,26,6,14,12,54700,39,46244
20,1,1,1,1,20,20,20,23,23,10,17,15,3,6,5,48400,41,0
18,5,25,3,12,15,14.8,13.68,18,68,14,34,59,6,17,23,41700,33,44677
10,3,14,1,8,10,10,10.43,18,129,13,34,65,6,16,30,73900,47,67850
20,3,6,3,5,15,11.67,12.83,20,76,13,30,52,6,13,18,86600,12,45235
25,2,6,1,4,20,13.5,8.5,16,88,13,29,52,5,11,19,58300,47,46240
15,2,4,0,1,20,20,13.75,26,51,10,29,36,5,5,15,39000,32,0
15,3,19,1,8,15,13.67,9.79,18,112,7,21,57,4,11,20,80100,28,0
21,1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,54800,24,41382
12,4,23,3,14,12,9.25,6.48,19,129,9,24,52,4,11,20,70600,32,0
10,2,12,2,8,15,45,24.08,8,110,16,33,72,7,17,28,81700,26,91820
10,3,4,3,3,12,11.33,11,16,29,14,27,26,6,13,11,142400,41,47239
10,3,5,3,3,6,9,7.6,15,24,13,21,21,6,11,9,54700,44,43873
32,2,16,2,12,25,27.5,14.63,18,128,13,35,80,6,17,34,140200,43,85733
3,4,17,0,6,5,5,3.71,15,76,13,32,53,5,5,20,283300,9,42450
10,2,8,2,4,20,15,13.75,6,81,27,42,76,6,13,20,95400,37,52299
13,4,16,3,9,5,7.75,8.06,24,122,6,26,60,3,14,27,138000,32,56828
8,7,19,4,7,7,7.43,6.79,20,56,12,33,50,4,14,19,78800,41,43720
20,4,12,3,7,16,18,10.75,27,88,10,30,54,5,16,23,64000,38,38699
20,1,2,1,2,20,20,15,18,45,10,22,26,4,8,10,42000,41,33072
20,1,7,0,2,20,20,7.43,16,112,12,29,53,5,5,21,159900,41,53769
2,4,4,2,2,2,5,5,18,33,9,25,23,4,11,10,40700,33,49714
11,2,14,1,9,10,11.5,8.21,17,93,13,31,66,6,14,24,91900,31,57633
15,1,15,0,6,13,13,7.6,18,93,11,29,63,4,4,23,71900,45,39154
100,3,3,1,1,46,46.33,46.33,19,32,13,27,26,6,12,10,67900,31,40352
14,8,26,5,13,9,8.88,7.5,15,75,13,35,58,6,17,24,43300,18,29846
3,7,20,5,9,3,3.86,4.1,15,79,10,29,52,4,13,22,165700,27,42523
4,6,41,3,20,6,5.17,3.73,18,111,12,23,51,5,11,22,87600,36,38750
20,4,9,3,6,15,18,15.67,21,76,13,29,53,6,14,20,63800,16,0
10,5,20,2,9,5,6,6.1,16,121,7,20,53,4,11,22,75900,40,49133
25,6,33,5,22,20,25.17,27.09,18,130,14,35,92,6,17,34,123300,27,51893
15,1,7,0,6,15,15,8.57,18,76,12,26,46,5,5,18,47700,21,53672
11,6,10,4,6,12,12.33,11.1,18,45,13,33,40,6,17,17,215200,25,0
20,1,13,0,6,20,20,10.23,19,103,13,31,60,6,6,25,78200,25,58530
5,5,7,3,4,5,6,6,19,52,12,31,38,6,14,16,60900,12,43241
10,2,4,2,4,20,12.5,17.5,24,89,9,27,52,4,11,19,155000,32,58976
20,2,2,0,0,20,20,20,18,30,12,26,23,4,4,9,212800,29,0
13,2,12,2,7,15,13.5,12.17,17,89,13,31,62,6,15,23,45800,29,47021
10,2,2,2,2,20,15,15,23,29,10,23,23,4,10,9,47700,24,55282
9,10,37,6,19,8,9,9.54,15,129,13,34,90,5,15,33,353100,34,74453
9,7,32,6,15,7,7.57,6.22,22,101,12,32,68,6,17,26,77800,27,0
10,2,25,2,15,10,7.5,5.64,21,129,12,23,71,4,9,25,45200,36,48101
5,7,22,5,15,5,5,4.59,18,90,13,32,64,6,17,27,90700,42,44548
3,4,35,3,20,5,2,2.97,19,129,5,16,62,3,9,28,42100,29,45642
10,4,11,0,6,8,8.5,5.73,15,116,13,31,66,6,6,28,44300,38,53750
20,1,1,1,1,20,20,20,24,24,8,18,16,3,7,6,55700,27,38292
15,1,6,0,4,15,15,8.67,25,87,9,29,50,4,4,21,85400,26,0
25,1,2,1,1,10,15,12.5,15,16,14,19,16,5,7,6,82400,30,50244
20,1,1,0,0,15,15,15,20,20,11,18,16,4,4,6,77800,18,0
25,3,18,2,9,25,25.67,19.17,16,127,32,49,124,6,15,33,28300,18,45709
10,5,14,2,7,8,6.6,6.29,18,114,13,31,69,6,14,29,60500,25,51738
10,10,47,7,22,5,6.2,5.13,18,130,10,31,78,5,16,32,273000,21,47076
15,2,9,0,4,15,15,13.33,18,111,13,33,66,6,6,31,15700,29,26491
7,4,11,1,6,7,7.25,6.18,18,86,2,8,24,0,2,10,100200,37,0
25,3,8,3,5,15,15,13.13,23,87,12,32,55,6,17,24,69800,37,47080
10,4,6,2,3,5,13.75,11.67,20,41,14,35,40,6,16,15,331400,8,93247
10,4,6,4,5,20,17.5,15.33,20,40,14,35,39,6,17,16,66000,45,0
5,5,21,4,14,5,5.2,4.86,16,122,13,33,74,5,14,31,128200,33,60262
10,1,7,0,3,15,15,9.86,19,105,7,22,46,4,4,18,146400,47,60273
10,6,19,5,9,10,10.33,10.32,17,57,32,51,85,6,17,22,107500,32,71014
5,3,13,1,6,9,6.67,7.23,18,88,16,35,65,6,15,24,178100,15,48454
15,3,3,1,1,7,9,9,18,32,13,27,26,6,12,10,45400,14,48504
20,1,14,0,9,20,20,10.43,26,121,10,31,74,5,5,32,44300,28,36435
7,6,17,5,13,4,5.5,4.76,17,123,12,31,69,6,15,29,220100,23,79008
21,1,1,1,1,15,15,15,16,16,10,15,12,4,6,5,165000,33,45880
6,3,12,3,7,8,6.67,4.67,16,93,9,22,45,4,10,17,92400,39,65406
4,4,16,2,9,5,5.25,5.38,17,105,11,29,67,4,11,22,39300,38,29430
17,5,6,4,5,20,14.2,14,16,32,6,13,14,1,5,5,92200,43,0
10,7,10,5,6,10,9,7.7,19,44,12,30,35,6,15,15,35400,33,41886
10,3,3,3,3,5,8.33,8.33,19,32,10,24,23,5,11,10,52800,35,47005
20,2,3,1,1,20,14.5,11.33,20,40,12,30,31,6,14,13,86000,26,75247
7,6,19,4,11,5,5.67,4.89,16,53,5,13,22,1,5,8,72900,47,0
10,6,38,4,22,10,8.83,6.5,19,129,24,42,114,10,19,42,225700,43,71260
5,4,30,1,16,5,6.5,4.83,15,125,13,33,79,6,17,34,48300,33,35567
10,5,11,2,7,10,10,9.09,17,89,12,32,60,6,15,23,81000,55,50303
5,7,13,6,9,5,5.57,5.38,17,67,12,28,47,6,16,20,57400,34,40931
15,0,1,0,0,25,0,25,23,23,10,10,15,4,4,6,35300,43,26324
12,3,16,1,9,15,10,9.94,18,128,13,34,77,6,16,32,124400,26,0
6,5,20,3,14,7,6.4,6.25,16,116,13,31,75,5,12,28,100300,38,70182
10,5,6,4,4,9,7.8,7.33,16,34,13,29,28,6,14,12,33000,22,46404
30,2,13,0,7,20,20,15.85,19,99,13,35,70,6,6,28,123900,37,94790
10,2,22,2,13,12,11,7.64,17,125,7,22,65,3,10,26,61400,24,55750
9,9,11,6,7,6,5.11,5,17,41,7,23,27,4,14,13,46600,25,33286
10,2,17,1,9,10,10,7.94,24,130,10,29,69,4,12,27,64900,37,0
26,1,5,0,1,26,26,19.6,26,65,10,31,51,5,5,20,82700,37,72781
75,1,1,1,1,50,50,50,24,24,11,22,20,6,11,9,128900,45,52974
5,5,18,2,6,10,11.2,8.28,4,81,21,40,65,7,17,23,65100,46,0
15,4,12,2,6,14,12.5,9.08,22,76,12,34,58,6,17,23,71400,25,57099
5,3,20,1,8,5,5,3.6,18,121,5,18,43,2,7,14,34000,33,38824
20,2,2,2,2,16,13,13,23,30,10,24,22,4,10,9,70400,18,44965
9,3,13,3,10,9,7.67,5.08,16,127,13,31,67,5,12,27,389500,26,106491
20,3,6,1,2,10,14,9.33,22,53,12,32,41,6,15,16,195100,21,0
10,3,10,2,4,15,12.67,12.8,18,113,13,33,64,6,15,25,185500,13,38563
6,7,30,7,16,3,6.29,4.2,6,125,14,30,61,4,13,20,63000,31,0
6,7,22,3,14,6,6.43,4.86,19,116,11,32,70,6,17,31,42400,33,49699
10,4,9,2,4,11,10.25,7.67,17,44,14,36,42,6,17,17,92700,20,72352
15,2,6,1,4,15,15,10.33,18,98,14,31,56,6,13,23,197400,60,54848
5,3,3,3,3,20,13.33,13.33,18,33,14,30,31,5,13,13,194300,29,39013
15,1,5,0,2,15,15,9.2,18,92,10,27,39,4,4,15,167100,36,0
5,4,13,2,7,5,5.25,4.92,15,123,11,29,57,5,12,25,54900,36,36928
21,1,1,1,1,15,15,15,26,26,7,15,12,3,8,7,156000,41,40276
10,1,7,1,4,20,20,14.29,24,104,11,31,58,6,15,25,325600,33,62712
15,3,14,1,8,12,12,8.64,23,123,12,30,67,5,13,28,268800,45,80224
14,2,7,0,4,15,14,9.29,18,103,13,32,55,6,6,23,595400,30,0
10,2,14,1,11,10,10,13.71,19,124,14,32,75,5,13,28,167900,43,42765
21,4,14,3,7,19,20.5,15.21,6,85,20,32,62,6,14,23,147200,42,52143
100,6,26,1,9,75,48.5,27.42,19,126,13,35,80,6,17,31,45900,46,0
9,5,5,1,1,10,6.8,6.8,15,30,13,25,23,6,10,8,69000,38,49243
7,3,5,2,4,10,8.67,7.6,16,44,13,30,33,6,13,13,98600,41,0
18,3,14,1,6,12,11.33,9.14,19,119,12,33,65,5,15,27,91500,30,62413
10,4,15,1,7,10,10.5,7.67,15,120,14,33,62,6,14,28,64500,40,49758
25,2,6,2,4,50,50,35,17,76,13,31,54,6,16,21,200000,30,88668
9,6,8,5,6,10,6.17,5.88,16,40,11,30,34,5,15,14,78400,26,0
17,3,13,2,7,6,8.33,6.38,18,81,13,33,58,6,16,23,125700,30,70144
35,1,1,1,1,35,35,35,15,15,8,10,10,3,4,4,405800,0,0
50,2,3,2,3,30,27.5,20,21,41,13,33,35,6,16,15,500000,0,0
25,2,9,2,8,30,27.5,20.78,21,112,13,31,68,6,16,29,50100,36,0
15,5,9,2,4,15,9.6,11.44,16,57,16,31,43,6,13,15,275000,35,0
4,6,7,4,4,4,4.17,4.14,18,33,11,28,26,6,14,12,134400,22,41999
25,2,2,2,2,15,20,20,20,24,12,23,21,6,11,9,71600,31,64910
3,2,9,2,7,16,16.5,10.22,24,105,11,29,60,5,14,25,87700,39,0
9,6,15,3,7,7,7,6.33,17,89,13,34,58,6,16,24,60300,49,41536
5,4,7,2,2,5,6.25,5.71,15,28,8,20,19,4,10,8,32500,32,29081
16,3,3,2,2,15,9.67,9.67,17,30,11,25,22,5,11,9,68200,27,45845
15,1,1,1,1,15,15,15,16,16,5,7,6,1,2,2,85100,52,0
5,7,12,2,4,7,5.43,5.17,18,45,12,34,40,6,17,17,30100,27,37788
15,2,2,2,2,15,12.5,12.5,17,29,10,23,20,4,10,9,156900,31,68602
30,3,10,3,6,30,25,13,16,53,10,27,38,4,13,15,63900,26,36142
8,4,22,3,14,5,8,7,18,106,7,15,43,2,6,19,138300,42,0
16,3,6,1,2,10,11.67,10,19,45,12,32,37,6,15,15,98700,31,75203
7,6,12,3,5,6,7.17,8.58,18,53,13,31,54,6,14,22,59000,37,46705
15,3,10,2,5,20,21.67,14.5,21,113,13,34,60,6,17,25,279800,13,62712
10,4,6,3,4,6,10.5,8.33,16,41,12,28,30,6,14,13,62800,23,0
15,7,28,5,17,13,15.43,12.21,5,122,28,48,114,11,22,45,113300,32,42061
10,2,22,1,10,12,11,8.95,17,113,12,31,73,5,13,27,67700,40,35682
21,4,14,2,9,15,14.75,17.43,18,123,14,34,77,6,16,31,51000,30,40005
5,13,43,7,23,6,5.38,4.07,15,129,15,36,81,6,17,32,80300,28,59705
5,7,17,4,11,5,5,3.41,18,125,11,30,60,6,16,28,51300,34,35460
20,1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,37500,22,40014
20,5,22,3,11,20,11.8,9.41,21,75,13,35,61,6,17,24,28100,27,32970
11,1,12,0,5,10,10,13.25,18,86,13,35,65,6,6,26,186500,20,68375
43,2,10,1,3,33,87.5,38,17,75,15,37,61,6,17,24,0,24,0
20,2,2,2,2,20,20,20,21,29,10,22,23,4,10,9,68400,34,46513
25,2,2,1,1,15,12.5,12.5,18,33,10,25,23,4,10,9,56100,17,0
5,2,7,1,3,10,12.5,9,24,80,12,33,51,6,16,22,43000,29,0
20,3,4,2,3,15,20,16.25,21,42,13,32,34,6,15,15,46600,30,47981
16,1,7,0,2,16,16,15.86,20,84,15,30,60,4,4,18,185700,25,93770
25,1,3,1,3,15,15,9,21,53,10,23,32,4,9,12,443300,35,71862
8,12,37,9,20,6,5.75,4.24,15,116,13,31,69,6,17,30,145800,24,37283
9,6,16,4,10,6,9.83,7.94,18,89,14,36,63,6,17,25,104000,7,80468
10,2,5,0,3,20,20,14,16,80,12,26,49,5,5,18,39100,24,36002
20,3,5,0,1,20,17.33,14.8,19,56,13,34,43,6,6,18,61600,37,31321
10,2,11,1,5,17,17,11.55,19,113,15,30,65,6,13,25,178500,0,69558
25,1,11,0,6,25,25,15,20,96,13,35,68,6,6,29,188700,61,60111
20,1,1,1,1,20,20,20,23,23,8,18,16,3,7,6,86200,32,60940
20,3,5,0,1,10,8.33,7,18,74,7,18,32,4,4,11,87500,33,45666
5,4,15,1,8,5,5,6,18,113,12,33,72,6,16,32,92200,42,43143
20,7,18,6,14,15,13,11.44,17,104,16,36,76,6,17,28,36700,23,32760
20,2,18,0,11,10,10,6.06,25,127,11,31,75,5,5,30,42300,29,41861
10,3,22,2,9,7,8.67,8.86,6,125,34,51,112,7,14,31,50300,0,51510
25,1,10,1,9,19,19,12.8,17,108,14,32,66,6,15,27,84900,21,59500
25,1,3,1,2,20,20,13.33,21,40,13,28,33,6,13,12,288300,25,0
16,2,27,0,14,16,15,10.89,18,128,7,17,64,4,4,26,86100,13,30260
15,2,5,0,1,15,14,11.4,18,56,12,32,42,6,6,18,151400,29,42017
25,3,3,2,2,32,15.67,15.67,24,33,12,29,28,6,14,12,138500,37,79635
6,6,16,4,10,7,7,5.19,15,111,15,34,66,6,14,26,142900,46,54178
10,4,14,3,12,10,9.25,10.43,21,119,13,31,70,6,15,28,69600,40,43110
15,2,12,0,6,15,15,8.5,20,126,8,23,42,4,4,15,92200,40,62195
12,6,14,3,7,11,10.33,8.21,15,62,14,36,54,6,17,22,58700,25,69515
10,4,12,3,6,5,9,7.08,18,44,12,32,38,6,17,17,595100,30,170752
15,2,6,1,5,15,15,13.33,19,87,16,35,73,6,14,25,113300,34,61522
10,2,10,0,4,25,17.5,13.1,6,88,23,44,71,8,8,27,66100,29,41343
10,4,14,2,7,17,17,11.43,16,124,13,29,58,6,16,29,87500,44,40898
5,7,17,3,7,5,6.14,6.12,15,69,11,32,55,5,15,22,96100,36,52297
50,1,5,1,4,10,30,21,18,57,12,31,45,6,15,19,60500,34,59000
7,5,12,4,8,8,6.4,5.67,17,101,14,31,52,6,14,21,53700,29,48602
12,5,10,4,7,11,10.8,9.3,19,56,13,35,51,6,17,20,77700,31,60456
9,4,5,4,4,9,7.75,8.2,17,24,21,31,39,6,12,10,53300,25,0
15,1,1,1,1,15,15,15,21,21,4,7,7,1,3,3,43500,22,0
15,1,8,1,6,25,25,12.88,18,128,13,29,71,6,14,30,92900,18,65393
7.5,3,42,3,19,15,15,6,21,128,13,34,88,6,17,34,71500,33,59760
25,1,1,1,1,15,15,15,17,17,5,7,6,1,2,2,263900,28,0
15,2,3,1,1,15,11,9,15,40,8,23,27,2,8,9,259800,47,87416
11,2,12,2,6,10,9,7.25,18,78,12,31,55,6,14,23,69300,31,40237
1,5,11,2,5,5,4.2,3.73,17,87,13,25,49,6,11,18,81000,51,0
25,2,2,1,1,25,14,14,15,29,9,13,14,2,3,4,58100,37,37083
100,3,4,3,3,100,73.33,57.5,17,40,13,32,37,6,17,16,59700,0,0
10,3,5,1,1,4,6,5.2,18,31,12,26,25,6,12,10,32000,29,40271
15,2,2,1,1,15,10,10,18,28,10,22,20,4,9,8,86600,25,52074
20,1,3,1,2,15,15,10,21,40,10,28,31,4,12,12,157200,23,85873
15,1,6,0,5,20,20,21.17,17,88,13,31,58,6,6,22,134900,19,48209
20,1,1,1,1,25,25,25,16,16,11,16,13,5,7,6,71700,33,44427
25,4,14,3,6,15,18.25,16.79,24,80,11,26,59,6,16,24,0,27,0
50,1,7,0,4,50,50,51.43,18,75,13,32,63,6,6,22,344500,29,91021
8,6,22,5,10,11,8.33,6.41,17,98,14,34,69,6,17,32,67500,33,52027
3,6,9,4,4,6,4.67,4.56,18,32,12,27,28,6,14,12,37600,46,0
10,2,2,1,1,25,25,25,16,28,14,28,25,6,13,11,43100,35,43008
15,1,16,1,14,15,15,11.13,18,112,9,17,45,2,6,20,51200,28,0
13,4,6,2,3,12,11,9,15,44,12,31,34,6,15,15,107300,0,0
25,2,5,0,2,20,17.5,14,17,75,13,29,48,6,6,18,51200,16,43714
5,4,15,2,5,10,9.25,9,20,80,13,34,60,6,17,25,113700,25,39724
22,6,11,4,6,22,13.33,10.82,10,41,21,41,43,7,17,17,224200,0,54217
50,5,11,4,6,100,38,31.82,8,53,31,51,64,5,15,16,92600,47,41338
18,4,7,1,2,12,12.75,9.14,15,45,13,34,38,6,16,16,58600,14,0
25,5,12,4,6,20,29,26.25,16,109,28,48,108,11,22,43,71100,58,37481
10,5,9,4,6,6,5.6,5.89,17,44,11,33,39,6,17,17,77400,27,51641
25,3,15,2,6,10,20,12.53,18,65,13,32,57,6,17,24,307100,29,64192
10,2,14,1,4,10,10,7.29,10,63,31,51,75,6,15,20,45600,35,46615
19,2,6,2,3,19,18,12,16,90,14,31,51,6,14,21,422000,40,174957
20,6,7,4,5,12,10.33,9.57,17,41,7,22,26,4,12,11,143000,43,68536
15,3,3,2,2,25,15,15,21,26,13,25,23,6,12,10,244400,31,106480
8,7,12,2,5,10,8.43,7.58,19,53,16,38,49,6,17,20,107000,39,0
10,7,14,5,10,10,10.29,10.5,19,68,13,34,55,6,17,23,155700,15,0
5,4,5,2,2,10,6.75,6.6,16,28,13,27,24,6,13,11,48600,33,37005
10,3,8,3,5,15,14,12.63,22,68,12,34,50,6,17,21,120500,42,75693
10,4,11,3,6,10,7.75,6.36,20,69,12,29,52,6,14,19,68000,35,51881
35,1,8,0,6,30,30,18.13,18,113,13,32,69,6,6,29,29400,31,34159
12,2,2,2,2,15,12.5,12.5,17,23,12,19,17,6,10,8,68800,34,0
15,3,9,0,1,16,14.67,10.44,18,68,13,32,49,6,6,18,210500,24,32990
25,1,1,1,1,20,20,20,15,15,10,14,12,5,7,6,131000,31,39524
15,1,1,1,1,15,15,15,23,23,8,18,16,3,7,6,137200,20,81759
15,3,8,1,5,10,13.33,10.94,18,92,12,31,62,6,15,29,68900,43,42335
10,1,13,0,5,12,12,11,26,113,9,27,64,4,4,25,86400,40,47713
35,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,120500,18,84607
9,4,4,3,3,10,7.5,7.5,17,29,14,25,24,6,12,10,114600,58,43156
11,3,3,2,2,7,7.33,7.33,18,24,13,24,22,6,11,9,147300,37,66839
10,2,14,1,7,10,12,9.79,18,89,12,33,63,5,15,24,223600,31,44829
30,1,4,0,2,19,19,16.5,26,77,9,26,48,4,4,18,91400,28,41448
17.5,2,4,1,2,16,13,8,16,74,12,26,34,5,10,13,61000,39,42620
5,1,10,1,7,15,15,6.7,21,127,10,28,62,4,12,27,32500,9,25185
5,5,12,3,8,13,11.4,8.92,16,65,7,28,50,4,14,19,100800,24,58689
20,3,5,2,3,15,10,7.8,23,40,12,31,32,6,15,14,59400,25,50303
25,2,2,2,2,25,25,25,23,28,13,27,26,6,13,11,229800,23,61125
16,1,9,0,4,16,16,9.22,18,87,11,28,57,4,4,20,49400,26,42047
10,1,7,0,5,15,15,9.57,18,91,11,29,51,4,4,21,87000,38,83609
10,2,2,1,1,25,22.5,22.5,26,32,10,26,26,4,11,10,125000,39,51059
10,2,15,1,9,10,12.5,13.8,18,128,13,33,79,5,14,31,88300,38,65037
15,1,13,0,5,15,15,9.92,18,85,13,30,64,4,4,23,572500,31,95837
16,11,30,7,14,11,11.82,10.07,18,67,13,35,61,6,17,23,470800,16,78360
