AT,V,AP,RH,TARGET
15.09,40.89,1010.15,92,466.47
23.01,66.54,1009.86,64.53,442.47
8.8,41.26,1008.08,96.52,479.74
8.91,40.11,1022.87,78.39,475.43
21.3,59.39,1013.83,84.53,444.21
13.67,42.32,1015.41,79.04,464.56
30.3,69.51,1011.8,50.43,431.12
32.95,67.9,1005.88,45.15,425.89
24.58,71.94,1006.85,89.02,433.99
11.21,40.75,1016.45,86.14,479.2
24.87,68.61,1011.19,55.69,450.54
19.39,68.61,1011.09,96.51,446.47
11.84,39.28,1016.97,90.52,477.51
30.82,70.36,1006.47,58.79,439.16
27.34,70.98,1008.82,71.42,438.73
19.8,51.19,1008.25,91.98,446.66
10.62,39.64,1010.51,68.55,478.37
19.86,59.14,1016.12,69.32,449.82
25.1,61.47,1007.84,75.75,447.27
15.71,44.06,1018.34,71.69,465.05
16.87,52.05,1012.7,71.63,460.31
19.64,56.65,1020.79,73.88,456.03
21.84,45.09,1013.94,46.11,450.88
31.24,68.3,1015.89,42.84,435.2
19.46,47.03,1013.9,88.86,460.57
27.17,67.17,1006.76,81.59,431.73
20,63.31,1017.06,63.1,449.68
21.33,58.46,1016.17,79.73,445.27
22.1,74.87,1009.4,85.78,442.83
33.45,73.88,1006.23,44.14,435.48
28.81,69.23,1013.14,39.18,433.74
29.82,69.75,1010.09,65.02,442.6
27.51,73.77,1002.42,90.88,436.91
14.96,41.76,1024.07,73.17,463.26
28.01,64.69,1007.61,58.45,440.23
18.53,48.98,1014.24,74.29,452.73
20.48,39.72,1001.61,57.32,455.58
12.07,41.17,1013.54,71.32,479.28
20.6,59.15,1013.32,91.07,443.76
25.46,56.89,1012.59,62.9,443.5
12.42,41.58,1019.49,86.31,466.05
29.84,58.9,1005.24,56.18,440.93
29.9,74.99,1002.28,59.76,436.77
32.81,71.32,1007.69,47.29,434.38
10.72,45,1023.22,86.95,480.62
21.95,60.95,1015.22,75.09,450.38
25.53,59.57,1010.65,82.04,445.59
15,40.66,1016.28,89.62,456.63
23.2,73.17,1012,89.92,438.64
27.47,70.72,1009.97,74.62,443.25
17.89,44.78,1010.03,53.78,457.74
31.62,64.05,1010.94,58.93,439.09
14.39,42.77,1017.36,83.28,463.65
27.31,64.44,1014.65,57.27,442.77
15.83,41.67,1013.39,74.12,464.93
30.58,65.18,1011.61,37.43,437.17
10.22,38.18,1018.01,70.7,474.07
18.09,43.72,1008.64,74.15,453.02
31.81,66.44,1011.21,53.55,426.84
16.98,44.85,1015.48,51.77,464.27
11.26,40.43,1025.68,74.67,489.66
20.24,56.65,1020.72,62.9,455.49
31.54,72.58,1007.61,65.57,427.31
23.95,58.46,1017.5,68.46,440.75
28.84,73.03,1013.99,76.05,435.75
11.31,42.02,1001.18,94.86,471.26
28.11,77.95,1009.38,72.81,432.98
27.92,68.3,1015.02,51.04,437.28
10.81,44.63,1020.61,88.29,473.86
11.01,42.02,995.24,98.62,473.96
25.59,65.46,1014.47,37.89,444.9
13.22,40.83,1007.82,92.72,472.72
15.41,42.44,1012.6,86.74,472.28
26.59,60.96,1011.9,52.41,439.77
10.25,41.26,1007.44,98.08,476.03
8.23,40.77,1011.92,90.59,479.24
31.63,68.3,1014.8,42.02,426.86
14.02,42.86,1030.86,68.36,467.29
11.26,39.35,1015.47,99.28,471.83
25.25,58.46,1015.54,70.76,444.05
27.25,50.05,1006.53,60.64,439.63
16.32,43.56,1014.4,59.77,463.57
16.39,41.96,1011.7,94.85,463.99
20.06,62.1,1020.21,72.21,451.81
16.73,39.64,1008.94,74.91,464.46
6.14,39.4,1011.21,90.87,485.94
17.62,43.69,1016.49,67.92,465.93
25.56,69.13,1002.46,68.26,434.48
25.02,60.29,1017.49,54.75,445.61
22.66,68.3,1017.73,86.92,431.27
26.91,74.99,1005.64,78.98,437.06
7.81,40.71,1023.32,82.08,475.46
23.18,72.99,1009.01,90.09,439.12
33.92,77.95,1010.15,58.89,433.01
28.12,73.42,1011.49,80.16,435.46
9,43.13,1020.25,81.32,481.09
19.96,39.53,1006.16,62.77,460.49
30.36,69.04,1009.6,58.73,436.72
18.67,47.83,1005.12,82.97,454.47
24.1,52.84,1006.47,47.58,444.69
24.66,72.24,1011.35,77.45,434.33
10.89,40.81,1025.82,81.18,478.23
27.15,73.9,1007.57,74.42,433.09
11.72,40.55,1021.54,85.13,470.8
18.39,38.52,1019.66,66.93,453.89
24.14,41.1,1002.1,38.49,450.13
13.52,41.44,1015.81,65.97,472.11
22.29,56.89,1014.39,84.89,441.9
12.57,43.8,1023.2,56.85,466.68
23.62,45.87,1007.75,58.69,445.55
14.87,41.2,1016.27,70.51,467.01
20.46,54.2,1011.4,84,448.1
11.01,37.5,1015.08,73.36,474.36
8.22,40.77,1009.11,95.61,480.38
28.81,56.86,1005.82,56.86,434.08
25.39,58.79,1015.85,62.59,441.51
15.7,44.21,1021.26,86.83,462.19
20.76,62.52,1015.63,81.04,451.69
24.17,71.58,1010.16,89.96,436.27
21.7,64.44,1014.95,73.33,448.51
26.18,69.14,1006.54,85.95,436
26.18,68.08,1012.92,55.7,436.51
8.51,40.81,1015.54,83.16,481.02
13.08,39.28,1012.41,77.98,474.13
7.54,37.7,1014.58,78.43,481.56
21.89,58.62,1016.15,74.59,450.05
25.94,77.24,1007.97,84.82,432.88
21.44,60.32,1015.2,81.1,448.84
13.21,43.71,1024.5,86.59,466.39
15.63,37.87,1020.4,74.77,465.28
24.9,67.25,1017.77,66.17,433.71
14.26,44.47,1028.81,72.19,465.77
11.43,40.22,1010.84,81.04,477.5
20.4,57.85,1011.14,92.47,450.07
22.86,47.43,1009.75,61.54,452.53
20.62,43.43,1009.93,64.02,449.07
31.46,66.54,1002.86,53.75,427.76
9.37,44.77,1020.61,87.31,474.41
20.51,68.08,1012.73,78.05,445.96
9.14,37.36,1015.22,78.06,491.97
29.22,75.23,1010.49,48.73,438.57
24.05,70.4,1006.83,92.35,442.07
19.04,68.28,1004.52,86.16,444.54
23.25,51.86,1013.54,78.34,450.22
10.73,44.92,1025.1,85.4,476.81
31.19,68.3,1014.86,39.1,430.48
18.74,59.21,1018.3,91.55,449.77
30.5,66.75,1017.55,38.2,432.87
7.38,41.22,1016.47,96.29,485.73
24.03,45.87,1007.55,52.48,445.84
10.87,44.71,1021.38,58.22,484.63
23.97,64.33,1010.54,84.65,443.87
29.29,57.19,1008.3,60.11,435.69
29,75.33,1001.6,71.43,432.65
20.01,56.65,1020.77,74.46,457.01
25.79,65.27,1013.26,55.35,440.04
24.57,51.95,1005.8,70.07,448.15
23.03,68.08,1012.63,70.37,441.71
13.93,44.9,1022.15,85.93,470.59
13.31,41.26,1020.83,79.55,462.87
12.52,41.44,1016.08,68.94,477.18
29.91,76.86,998.59,72.41,432.6
26.88,60.96,1012.1,57.9,446.77
25.26,65.61,1014.43,58.35,447.34
15.07,50.88,1014.33,100.12,464.37
23.76,61.5,1009.15,68.52,441.16
25.81,66.51,1016.53,62.19,437.57
26.34,59.21,1013.37,58.98,439.22
9.88,40,1021.4,92.06,481.58
26.94,65.61,1014.31,49.73,443.9
24.88,73.17,1012.26,84.96,434.85
29.05,69.71,1009.03,64.25,434.05
15.5,44.34,1019.21,65.21,468.53
6.77,38.18,1017.8,81.13,484.31
16.25,58.86,1015.94,86.52,456.49
14.24,39.52,1018.22,77.19,468.51
13.02,45.51,1015.24,80.05,468.46
27.94,63.07,1010.75,38.57,441
6.24,35.77,1019.24,70.7,483.36
27.69,73.91,1005.23,75.71,435.08
8.57,39.69,1000.91,99.9,474.29
16.55,41.93,1022.71,42.73,466.77
7.08,39.99,1010.55,91.44,482.83
16.73,58.59,1015.02,89.61,455.3
27.96,68.51,1007.26,63.21,432.07
13.78,42.03,1017.51,84.94,467.6
8.02,40.23,1017.42,90.26,484.22
10.23,42.32,1017.53,89.93,473.59
20.19,66.86,1012.97,64.7,454.84
30.85,67.45,1014.53,32.99,430.8
20.07,42.23,1012.86,74.11,461.25
5.52,42.85,1012.77,93.82,478.98
20.58,39.53,1005.68,62.09,460.1
25.57,66.54,1005.22,83.48,430.92
16.23,43.69,1016.4,68.9,466.22
16.81,42.86,1013.83,77.11,464.36
20.24,56.03,1019.78,59.8,460.76
19.98,56.53,1020.22,73.53,454.89
30.59,70.04,1010.28,50.56,429.13
29.45,70.02,1010.28,65.93,437.82
15.34,40.73,1018.03,86.19,458.55
8.48,40.05,1015.89,90.25,483.5
26.51,70.32,1010.3,57.4,431.82
15.49,39,1016.01,71.31,462.28
17.01,50.59,1015.8,80.95,463.4
28.82,65.71,1014.24,54.3,449.18
14.86,43.14,1019.21,99.14,461.14
12.18,40.1,1016.67,91.87,471.49
13.21,40.03,1018.12,82.98,469.75
10.36,41.46,1017.53,92.04,478.27
24.55,58.86,1015.22,60.53,445.8
8.8,39.42,1025.17,68.72,476.5
20.65,48.41,1008.38,91.02,447.35
14.19,49.83,1006.52,90.72,462.86
11.6,39.1,1009.81,100.09,460.7
23.65,71.98,1006.09,93.39,434.11
23.43,69.23,1013.09,63.48,441.6
28.28,68.67,1006.36,69.9,435.29
18.89,67.71,1003.92,86.12,443.54
25.32,54.5,1015.5,68.17,451.52
18.34,65.94,1013.27,85.42,451.29
16.13,43.48,1014.41,50.05,459.47
11.55,42.34,1020.78,94.56,469.13
9.28,40.22,1009.23,88.43,480.73
18.6,56.85,1012.34,80.24,450.26
5.78,45.87,1012.65,88.8,483.27
7.74,42.49,1009.07,90.11,481.69
24.62,72.43,1007.97,84.36,436.89
24.51,65.12,1016.18,62.39,447.46
28.98,70.8,1008.19,73.45,434.08
21.75,67.45,1014.89,67.09,445.1
23.23,71.77,1005.01,88.1,432.8
27.31,59.54,1006.24,71.99,440.13
22.07,60.08,1017.68,71.23,452.56
24.43,47.45,1007.68,65.18,446.45
30.56,71.98,1004.74,58.77,429.2
9.76,41.01,1019.66,97.59,467.6
7.41,40.71,1023.07,83.32,474.25
26.82,75.08,1005.93,60.81,441.14
10.55,41.55,1005.02,63.24,473.99
14.47,42.99,1009.78,91.15,469
11.77,40.92,1021.85,81.55,467.31
16.88,39.99,1007.08,74.29,462.83
15.43,38.58,1016.58,81.17,463.44
26.3,69.05,1005.37,41.7,438.12
17.19,37.2,1011.84,67.59,468.4
25.23,66.44,1011.37,51.3,438.28
15.63,41.79,1006.7,78.28,455.24
24.73,70.72,1009.82,88.79,439.3
22.57,63.94,1013.49,81.61,443.58
26.94,59.87,1011.66,58.34,448.6
23.82,64.15,1020.96,60.11,447.37
19.58,52.9,1017.46,64.64,458.28
31.18,74.34,1003.81,63.59,434.15
9.14,38.91,1018.62,89.88,476.57
18.72,60.07,1015.81,70.55,454.35
21.23,57.32,1010.99,75.17,443.87
24.79,75.6,1017.07,68.23,440.05
8.95,38.56,1017.85,64.34,475.43
20.54,59.39,1014.07,84.15,445.41
25.77,73.68,1014.18,87.53,429.84
24.63,63.9,1014.53,75.24,440.23
23.63,58.62,1016.45,69.97,445.51
26.49,59.44,1012.09,57.84,441.16
34.43,68.51,1010.17,34.09,431.39
29.6,69.82,1010.49,61.66,438.47
23.97,64.05,1012.23,90.18,447.44
10.37,40.03,1017.47,90.47,477.91
22.78,58.59,1012.84,65.55,445.45
6.25,40.02,1032.14,80.22,481.38
29.04,60.07,1015.42,46.15,440.43
17.85,48.14,1017.16,86.68,451.9
29.12,51.43,1005.93,60.66,437.71
13.55,40.71,1019.13,75.44,467.21
20.89,68.63,1012.6,69.52,452.05
27.1,52.84,1006.28,53.85,439.08
13.61,41.74,1021.66,62.83,471.79
28.43,69.59,1008.79,73.33,439.26
25.14,63.47,1012.58,70.27,443.93
25.85,75.08,1006.24,57.73,444.63
15.67,45.17,1018.73,94.74,462.09
25.42,74.22,1009.04,88.55,433.97
16.37,39.99,1007.05,80.61,464.69
22.1,58.33,1013.71,69.09,441.31
18.21,45,1022.86,48.84,467.54
22.53,58.62,1016.28,72.78,449.02
14.11,45.08,1023.27,83.22,464.7
17.75,49.25,1020.86,63.67,454.41
19.77,65.06,1016.22,74.95,448.26
9.81,44.45,1021.19,90.55,471.32
28.73,68.24,1008.31,56.85,430.63
26.93,56.9,1006.25,77.79,444.7
18.92,67.71,1008.19,64.53,446.77
15.86,40.66,1016.23,86.74,455.85
31.88,67.32,1013.64,35.1,436.64
14.78,54.3,1016.96,68.53,463.75
12.71,41.39,1019.3,74.2,475.13
24.99,60.37,1005.66,74.87,437.67
18.12,43.69,1016.91,52.95,464.68
25.71,58.59,1012.77,61.83,451.28
16.72,53.82,1015.46,66.9,458.25
9.99,36.71,1023.57,83.53,475.85
18.18,67.71,1004.5,87.26,449.24
31.88,66.44,1009.25,64.06,427.83
19.65,62.1,1019.46,77.82,449.13
19.26,44.34,1019.45,51.32,467.72
31.54,71.06,1008.4,71.77,431.87
11.29,41.5,1013.39,89.15,476.04
24.37,70.02,1010.97,71.97,443.53
23.39,63.94,1010.54,89.94,441.44
9.59,40.11,1026.05,74.27,470.71
23.26,64.05,1012.96,88.31,442.75
5.3,35.19,1019.33,93.86,484.42
22.19,58.49,1010.91,77.03,449.4
28.31,50.05,1005.75,50.17,436.75
19.4,39.53,1007.96,63.38,457.17
29.39,71.14,1010.97,53.88,430.5
16.96,44.9,1020.5,77.53,458.1
14.24,41.4,1019.7,70.32,466.88
12.36,52.75,1026.04,68.71,465.14
25.8,71.58,1010.08,85.14,435.2
17.3,62.1,1020.28,88.06,450.83
24.4,60.37,1006.77,82.43,440.64
14.12,40.92,1022.46,73.28,459.76
27.92,74.99,1005.47,75.13,431.76
21.55,60.27,1017.42,92.59,443.93
14.81,44.88,1019.1,66.7,464.65
23.95,73.67,1007.32,87.67,437.43
16.22,37.87,1022.36,83.13,461.06
25.21,60.37,1006.01,73.14,436.23
14.57,42.18,1015.13,74.89,465.75
21.77,42.23,1013.03,67.44,462.51
28.8,74.9,1003.48,75.01,434.01
10.76,44.58,1016.41,79.24,483.54
6.85,37.49,1011.01,84.53,483.12
19.28,65.46,1013.77,64.24,448.91
29.98,47.93,1002.46,42.73,438.79
19.98,49.15,1021.56,63.89,457.54
15.91,71.14,1019.7,72.65,458.15
27.75,65.34,1014.8,45.91,440.83
6.4,41.17,1019.54,85.37,488.82
14.28,42.74,1028.79,70.67,467.22
14.4,42.99,1010.3,89.72,469.34
17.47,43.77,1012.25,76.78,456.41
29.15,73.42,1011.43,66.49,432.26
6.97,41.26,1010.6,96.88,484.71
15.92,40.56,1020.79,53.52,470.22
8,34.03,1018.98,78.67,487.17
16.45,41.48,1016.64,45.21,454.69
15.47,44.9,1021.59,81.74,465.61
25.23,60.84,1017.79,56.42,442.02
21.86,58.49,1010.88,76.79,449.9
15.03,35.71,1015.26,56.55,467.61
5.06,40.64,1021.49,93.7,483.73
22.99,60.95,1015.14,69.86,449.7
17.77,44.6,1016.97,54.25,460.13
25.57,59.43,1008.88,61.19,438.9
6.1,40.07,1020.21,67.24,494.43
13.18,52.72,1024.67,75.96,468.36
28.52,57.82,1004.81,57.82,435.4
19.74,67.71,1007.68,64.02,446.1
19.19,63.31,1016.88,66.58,453.16
25.53,62.96,1019.81,59.7,444.38
25.63,71.58,1010.14,87.57,433.76
21.76,47.93,1005.34,86.28,444.77
20.28,63.86,1016.04,74.66,447.26
18.62,61.27,1019.26,73.35,455.75
23.29,65.61,1014.81,70.27,447.67
12.82,41.58,1020.37,81.06,464.07
16.82,41.66,1010.49,63.14,465.64
14.35,49.83,1006.39,91.23,462.54
27.14,71.32,1007.8,87.99,431.96
21.45,60.08,1017.92,72.7,451.49
19.76,58.79,1017.37,89.09,449.76
25,68.14,1005.35,57.13,437.67
30.47,70.83,1010.91,46.94,444.39
31.39,69.59,1008.28,62.86,435.76
17.57,43.7,1015.53,67.22,463.64
15.14,44.21,1019.97,83.86,463.1
23.16,69.94,1004.92,68.68,438.48
25.17,68.08,1012.83,60.87,437.01
21.99,57.5,1015.87,80.72,446.96
21.44,63.09,1016.56,90.11,444.19
13,39.28,1016.7,81.94,473.6
28.55,72.43,1007.2,65.82,430.06
29.5,71.14,1011.27,52.81,430.85
25.38,74.67,1016.61,81.34,435.41
21,66.86,1013.06,59.7,451.89
22.03,64.69,1007.21,75.75,440.92
2.58,39.42,1028.68,69.03,488.69
25.54,61.08,1013.14,71.15,447.06
23.95,51.86,1014.24,68.28,449.81
18.28,44.71,1016.99,33.71,462.28
11.1,40,1021.29,86.58,477.2
16.7,46.18,1011.2,96.84,456.2
8.88,36.66,1026.61,76.16,480.2
15.28,40,1016.65,65,458.76
24.1,71.29,1007.96,67.56,442.8
17.51,41.85,1016.25,72.03,465.05
18.35,57.76,1019.64,77.94,458.41
25.69,59.07,1006.89,82.34,440.6
23.09,73.5,1011.4,89.76,438.56
13.18,40.03,1017.75,82.29,470.88
7.54,40.72,1023.82,85.15,485.92
34.35,77.17,1009.26,59.33,437.65
11.06,40.64,1021.47,96.16,479.13
24.09,63.94,1017.59,51.02,442.92
28.29,68.08,1010.77,53.92,430.93
22.19,62.96,1019.54,67.96,453.03
24.29,63.57,1010.29,87.3,443.28
30.45,43.21,1011.35,63.59,438.68
25.04,70.36,1006.56,75.91,436.47
26.62,70.36,1005.15,84.99,441.28
7.51,41.01,1024.61,97.41,477.61
29.24,74.67,1015.81,59.95,432.61
8.83,41.26,1023.04,86.08,478.87
26.11,69.84,1002.57,84.99,427.45
7.77,41.82,1032.72,72.8,479.4
27.16,72.58,1009.24,90.26,429.59
8.94,36.71,1025.5,80.45,477.62
15.5,44.92,1024.16,86.44,462.12
15.09,44.34,1019.46,60.49,468.8
29.43,66.75,1017.63,42.72,434.6
5.54,41.38,1020.47,82.91,490.07
29.05,68.24,1007.88,42.67,433.92
5.79,38.68,1017.19,70.46,487.4
11.02,41.44,1015.28,83.53,476.68
11.09,41.58,1020.99,91.09,464.81
21.06,62.91,1011.92,75.52,455.22
9.42,41.4,1030.38,87.8,472.99
27.07,74.87,1010.09,58.97,440.47
23.37,70.94,1008.01,81.28,441.56
16.75,36.99,1006.42,87.18,464.18
13.07,45.51,1015.22,78.65,460.14
28.53,69.84,1004.46,68.03,427.72
28.53,66.51,1015.9,40.68,436.16
19.21,58.49,1011.7,91.29,452.82
21.11,41.67,1012.44,52.86,460.33
14.04,40.56,1018.4,65.79,472.98
28.99,68.24,1008.75,66.57,428.28
15.68,43.7,1015.09,58.96,470.29
5.71,41.31,1003.24,89.48,485.83
13.79,42.07,1018.27,88.06,462.25
26.02,70.79,1004.21,79.12,428.72
17.07,41.35,1005.88,83.43,464.6
23.43,60.32,1015.34,69.34,446.88
20.65,66.51,1014.94,71.83,456.49
10.12,40,1021.15,91.67,479.62
32.13,74.34,1003.34,56.39,436.3
14.53,39,1016.48,76.36,464.86
29.53,70.79,1003.7,60.89,426.85
24.41,73.67,1007.39,86.92,435.56
26.73,49.02,1007.75,67.73,438.17
15.78,41.48,1015.55,52.17,454.25
26.53,65.18,1012.77,64.37,437.39
17.9,48.98,1014.17,80.4,453.02
19.72,51.19,1008.51,95.28,446.01
12.12,38.28,1013.7,91.27,469.59
10.98,41.54,1019.94,69.83,479.08
21.25,66.86,1012.99,60.65,455.72
30.07,69.82,1010.39,57.53,437.38
17.58,44.9,1020.52,71.48,459.78
13.52,39.39,1012.91,84.03,474.82
19.08,44.63,1020.14,43.36,459.81
9.2,40.03,1017.05,92.46,480.38
5.79,45.87,1010.23,95.41,480.97
30.39,70.98,1007.55,72.76,435.48
14.84,71.14,1019.61,66.78,454.16
30.87,67.32,1013.78,34.54,436.96
33.38,71.06,1008.1,64.83,430.98
17.29,44.63,1019.6,41.98,460.66
21.75,59.8,1016.65,72.94,453.17
17.82,65.48,1019.64,86.6,449.21
20.35,67.71,1005.85,63.97,446.42
20.45,59.8,1015.13,79.21,452.96
31.19,70.94,1007.29,51.91,436.6
29.18,68.24,1010.04,68.04,428.52
27.3,65.12,1016.24,44.87,442.78
25.38,71.73,1009.97,72.6,434.44
13.73,41.92,1031.01,64.92,466.29
25.01,66.56,1009.68,64.94,435.73
10.82,41.55,1004.55,65.14,475.44
29.27,64.69,1006.85,55.79,438.23
26.32,69.71,1009.39,67.05,441.25
7.79,43.13,1019.67,85.35,484.42
